question_id,report_id,turn_index,gold_turn_type,correct,pred_answer,gold_answer,band,p_correct,reason,checks,error,latency_ms,input_tokens,output_tokens,cost_usd,unscored
Single_ANET/2017/page_156.pdf-2_q1,Single_ANET/2017/page_156.pdf-2,1,Number,True,8.1,8.1,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ANET/2017/page_156.pdf-2_q2,Single_ANET/2017/page_156.pdf-2,2,Program,True,17.5,17.5,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ANET/2017/page_156.pdf-2_q3,Single_ANET/2017/page_156.pdf-2,3,Number,True,5.4,5.4,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ANET/2017/page_156.pdf-2_q4,Single_ANET/2017/page_156.pdf-2,4,Program,True,22.9,22.9,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_SNPS/2006/page_43.pdf-1_q0,Single_SNPS/2006/page_43.pdf-1,0,Number,True,5303.0,5303,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_SNPS/2006/page_43.pdf-1_q1,Single_SNPS/2006/page_43.pdf-1,1,Number,True,1833.0,1833,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_SNPS/2006/page_43.pdf-1_q2,Single_SNPS/2006/page_43.pdf-1,2,Program,True,2.89,2.89,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_SNPS/2006/page_43.pdf-1_q3,Single_SNPS/2006/page_43.pdf-1,3,Program,True,189.3%,189%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_RE/2016/page_40.pdf-1_q0,Single_RE/2016/page_40.pdf-1,0,Program,True,355.0,355,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_RE/2016/page_40.pdf-1_q1,Single_RE/2016/page_40.pdf-1,1,Program,True,411.3,411.3,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_RE/2016/page_40.pdf-1_q2,Single_RE/2016/page_40.pdf-1,2,Number,True,194.0,194.0,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_RE/2016/page_40.pdf-1_q3,Single_RE/2016/page_40.pdf-1,3,Program,True,605.3,605.3,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_RE/2016/page_40.pdf-1_q4,Single_RE/2016/page_40.pdf-1,4,Program,True,1015.3,1015.3,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ETR/2004/page_216.pdf_q0,Double_ETR/2004/page_216.pdf,0,Number,True,98.0,98.0,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ETR/2004/page_216.pdf_q1,Double_ETR/2004/page_216.pdf,1,Number,True,404.4,404.4,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ETR/2004/page_216.pdf_q2,Double_ETR/2004/page_216.pdf,2,Program,True,24.2%,24.2%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ETR/2004/page_216.pdf_q3,Double_ETR/2004/page_216.pdf,3,Number,False,14.8,35.4,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2012/page_45.pdf-2_q0,Single_LMT/2012/page_45.pdf-2,0,Number,True,7457.0,7457,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2012/page_45.pdf-2_q1,Single_LMT/2012/page_45.pdf-2,1,Number,True,7463.0,7463,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2012/page_45.pdf-2_q2,Single_LMT/2012/page_45.pdf-2,2,Program,True,-6.0,-6,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2012/page_45.pdf-2_q3,Single_LMT/2012/page_45.pdf-2,3,Number,True,7463.0,7463,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2012/page_45.pdf-2_q4,Single_LMT/2012/page_45.pdf-2,4,Program,True,-0.1%,-0.1%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_FIS/2012/page_30.pdf-1_q0,Single_FIS/2012/page_30.pdf-1,0,Program,True,57.38,57.38,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_FIS/2012/page_30.pdf-1_q1,Single_FIS/2012/page_30.pdf-1,1,Program,True,57.4%,57.38%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_UNP/2009/page_65.pdf-1_q0,Single_UNP/2009/page_65.pdf-1,0,Number,False,18,2000,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ECL/2017/page_68.pdf-3_q0,Single_ECL/2017/page_68.pdf-3,0,Program,True,3.9,3.9,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ECL/2017/page_68.pdf-3_q1,Single_ECL/2017/page_68.pdf-3,1,Program,True,5.8%,5.8%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ETR/2015/page_131.pdf-1_q0,Single_ETR/2015/page_131.pdf-1,0,Program,True,562372,562372,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ETR/2015/page_131.pdf-1_q1,Single_ETR/2015/page_131.pdf-1,1,Number,True,204079,204079,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ETR/2015/page_131.pdf-1_q2,Single_ETR/2015/page_131.pdf-1,2,Program,True,275.6%,276%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ETR/2008/page_356.pdf-4_q0,Single_ETR/2008/page_356.pdf-4,0,Number,True,132000,132000,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ETR/2008/page_356.pdf-4_q1,Single_ETR/2008/page_356.pdf-4,1,Number,True,95000,95000,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ETR/2008/page_356.pdf-4_q2,Single_ETR/2008/page_356.pdf-4,2,Program,True,37000,37000,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ETR/2008/page_356.pdf-4_q3,Single_ETR/2008/page_356.pdf-4,3,Program,True,38.9%,38.9%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_STT/2008/page_116.pdf-2_q0,Single_STT/2008/page_116.pdf-2,0,Number,True,11.09,11.09,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_STT/2008/page_116.pdf-2_q1,Single_STT/2008/page_116.pdf-2,1,Number,True,12.14,12.14,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_STT/2008/page_116.pdf-2_q2,Single_STT/2008/page_116.pdf-2,2,Program,True,-1.05,-1.05,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_STT/2008/page_116.pdf-2_q3,Single_STT/2008/page_116.pdf-2,3,Program,True,-8.6%,-8.6%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LKQ/2010/page_81.pdf-1_q0,Single_LKQ/2010/page_81.pdf-1,0,Program,True,6.7,6.7,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LKQ/2010/page_81.pdf-1_q1,Single_LKQ/2010/page_81.pdf-1,1,Program,True,8.3,8.3,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_WRK/2018/page_39.pdf-1_q0,Single_WRK/2018/page_39.pdf-1,0,Number,True,1685.0,1685.0,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_WRK/2018/page_39.pdf-1_q1,Single_WRK/2018/page_39.pdf-1,1,Number,True,1193.5,1193.5,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_WRK/2018/page_39.pdf-1_q2,Single_WRK/2018/page_39.pdf-1,2,Program,True,141.2%,1.4118,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_WRK/2018/page_39.pdf-1_q3,Single_WRK/2018/page_39.pdf-1,3,Program,True,41.2%,.4118,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ZBH/2018/page_61.pdf-2_q0,Single_ZBH/2018/page_61.pdf-2,0,Program,False,31.3,-31.3,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DVN/2012/page_100.pdf-2_q0,Single_DVN/2012/page_100.pdf-2,0,Number,True,379.0,379,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DVN/2012/page_100.pdf-2_q1,Single_DVN/2012/page_100.pdf-2,1,Number,True,433.0,433,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DVN/2012/page_100.pdf-2_q2,Single_DVN/2012/page_100.pdf-2,2,Program,True,812.0,812,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DVN/2012/page_100.pdf-2_q3,Single_DVN/2012/page_100.pdf-2,3,Number,True,379.0,379,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DVN/2012/page_100.pdf-2_q4,Single_DVN/2012/page_100.pdf-2,4,Program,True,0.4667,0.4667,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DVN/2012/page_100.pdf-2_q5,Single_DVN/2012/page_100.pdf-2,5,Program,True,46.7%,46.67%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_JPM/2015/page_77.pdf-3_q0,Single_JPM/2015/page_77.pdf-3,0,Number,True,164.15,164.15,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_JPM/2015/page_77.pdf-3_q1,Single_JPM/2015/page_77.pdf-3,1,Program,True,64.15,64.15,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_JPM/2015/page_77.pdf-3_q2,Single_JPM/2015/page_77.pdf-3,2,Program,True,64.2%,64.15%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_AON/2010/page_52.pdf_q0,Double_AON/2010/page_52.pdf,0,Program,True,118.0,118,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_AON/2010/page_52.pdf_q1,Double_AON/2010/page_52.pdf,1,Program,True,1.9%,1.9%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_AON/2010/page_52.pdf_q2,Double_AON/2010/page_52.pdf,2,Program,False,unavailable,5229,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_STT/2014/page_69.pdf_q0,Double_STT/2014/page_69.pdf,0,Number,True,9.31,9.31,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_STT/2014/page_69.pdf_q1,Double_STT/2014/page_69.pdf,1,Number,True,8.42,8.42,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_STT/2014/page_69.pdf_q2,Double_STT/2014/page_69.pdf,2,Program,True,0.89,0.89,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_STT/2014/page_69.pdf_q3,Double_STT/2014/page_69.pdf,3,Program,True,890,890,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_STT/2014/page_69.pdf_q4,Double_STT/2014/page_69.pdf,4,Program,True,118,118,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_STT/2014/page_69.pdf_q5,Double_STT/2014/page_69.pdf,5,Program,True,3.1%,3.1%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_GS/2012/page_56.pdf-4_q0,Single_GS/2012/page_56.pdf-4,0,Number,True,4.9%,5,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_GS/2012/page_56.pdf-4_q1,Single_GS/2012/page_56.pdf-4,1,Program,False,-95.1,95,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_IPG/2008/page_62.pdf_q0,Double_IPG/2008/page_62.pdf,0,Program,True,6.9,6.9,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_IPG/2008/page_62.pdf_q1,Double_IPG/2008/page_62.pdf,1,Program,True,12.8,12.8,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_IPG/2008/page_62.pdf_q2,Double_IPG/2008/page_62.pdf,2,Program,True,4.27,4.27,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_IPG/2008/page_62.pdf_q3,Double_IPG/2008/page_62.pdf,3,Program,True,-19.0,-19,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_BLL/2010/page_39.pdf_q0,Double_BLL/2010/page_39.pdf,0,Program,True,0.22,.22,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_BLL/2010/page_39.pdf_q1,Double_BLL/2010/page_39.pdf,1,Program,True,12.6%,13%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_BLL/2010/page_39.pdf_q2,Double_BLL/2010/page_39.pdf,2,Program,True,50,50,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_CAG/2007/page_73.pdf-1_q0,Single_CAG/2007/page_73.pdf-1,0,Number,True,80.8,80.8,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_CAG/2007/page_73.pdf-1_q1,Single_CAG/2007/page_73.pdf-1,1,Number,True,82.8,82.8,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_CAG/2007/page_73.pdf-1_q2,Single_CAG/2007/page_73.pdf-1,2,Program,True,163.6,163.6,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_CAG/2007/page_73.pdf-1_q3,Single_CAG/2007/page_73.pdf-1,3,Program,True,108.1,108.1,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_IPG/2009/page_89.pdf-3_q0,Single_IPG/2009/page_89.pdf-3,0,Program,False,-33.6,33.6,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DVN/2010/page_70.pdf-2_q0,Single_DVN/2010/page_70.pdf-2,0,Number,True,736.0,736,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DVN/2010/page_70.pdf-2_q1,Single_DVN/2010/page_70.pdf-2,1,Number,True,935.0,935,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DVN/2010/page_70.pdf-2_q2,Single_DVN/2010/page_70.pdf-2,2,Program,True,0.7872,0.7872,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DVN/2010/page_70.pdf-2_q3,Single_DVN/2010/page_70.pdf-2,3,Program,True,78.7%,78.72,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_RL/2012/page_13.pdf_q0,Double_RL/2012/page_13.pdf,0,Program,True,59.6%,60%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_RL/2012/page_13.pdf_q1,Double_RL/2012/page_13.pdf,1,Program,True,39.6%,40%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_WRK/2018/page_56.pdf_q0,Double_WRK/2018/page_56.pdf,0,Number,True,3635.0,3635.0,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_WRK/2018/page_56.pdf_q1,Double_WRK/2018/page_56.pdf,1,Number,True,9017.8,9017.8,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_WRK/2018/page_56.pdf_q2,Double_WRK/2018/page_56.pdf,2,Program,True,40.3%,.4031,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_WRK/2018/page_56.pdf_q3,Double_WRK/2018/page_56.pdf,3,Number,True,247.8,247.8,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_WRK/2018/page_56.pdf_q4,Double_WRK/2018/page_56.pdf,4,Program,True,2458.3,2458.3,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_BLK/2016/page_75.pdf-3_q0,Single_BLK/2016/page_75.pdf-3,0,Program,True,-94,-94,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_BLK/2016/page_75.pdf-3_q1,Single_BLK/2016/page_75.pdf-3,1,Program,True,-2.0%,-2.0%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AMT/2010/page_82.pdf-3_q0,Single_AMT/2010/page_82.pdf-3,0,Number,False,22505,28520,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_AAPL/2011/page_24.pdf_q0,Double_AAPL/2011/page_24.pdf,0,Program,True,395,395,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_AAPL/2011/page_24.pdf_q1,Double_AAPL/2011/page_24.pdf,1,Program,True,395.0%,395%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_AAPL/2011/page_24.pdf_q2,Double_AAPL/2011/page_24.pdf,2,Program,True,yes,yes,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DRE/2013/page_38.pdf-2_q0,Single_DRE/2013/page_38.pdf-2,0,Program,True,13249,13249,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DRE/2013/page_38.pdf-2_q1,Single_DRE/2013/page_38.pdf-2,1,Program,True,0.49727883496603237,49.7%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DRE/2008/page_49.pdf-3_q0,Single_DRE/2008/page_49.pdf-3,0,Number,True,756311.0,756311,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DRE/2008/page_49.pdf-3_q1,Single_DRE/2008/page_49.pdf-3,1,Number,True,867558.0,867558,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DRE/2008/page_49.pdf-3_q2,Single_DRE/2008/page_49.pdf-3,2,Program,True,0.87177,0.872,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_DRE/2008/page_49.pdf-3_q3,Single_DRE/2008/page_49.pdf-3,3,Program,True,87.2%,87.2%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AMT/2007/page_116.pdf-2_q0,Single_AMT/2007/page_116.pdf-2,0,Number,True,246.4,246.4,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AMT/2007/page_116.pdf-2_q1,Single_AMT/2007/page_116.pdf-2,1,Number,True,237.0,237.0,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AMT/2007/page_116.pdf-2_q2,Single_AMT/2007/page_116.pdf-2,2,Program,True,9.4,9.4,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AMT/2007/page_116.pdf-2_q3,Single_AMT/2007/page_116.pdf-2,3,Program,True,4.0%,4.0%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_MA/2009/page_120.pdf-1_q0,Single_MA/2009/page_120.pdf-1,0,Number,True,2.5%,2.5,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_MA/2009/page_120.pdf-1_q1,Single_MA/2009/page_120.pdf-1,1,Number,True,3.2%,3.2,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_MA/2009/page_120.pdf-1_q2,Single_MA/2009/page_120.pdf-1,2,Program,False,-0.7,0.7,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ZBH/2003/page_40.pdf_q0,Double_ZBH/2003/page_40.pdf,0,Number,True,51.2%,51.2,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ZBH/2003/page_40.pdf_q1,Double_ZBH/2003/page_40.pdf,1,Number,True,47.4%,47.4,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ZBH/2003/page_40.pdf_q2,Double_ZBH/2003/page_40.pdf,2,Program,True,3.8,3.8,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ZBH/2003/page_40.pdf_q3,Double_ZBH/2003/page_40.pdf,3,Program,True,6.8,6.8,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ZBH/2008/page_84.pdf-1_q0,Single_ZBH/2008/page_84.pdf-1,0,Number,True,228.3,228.3,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ZBH/2008/page_84.pdf-1_q1,Single_ZBH/2008/page_84.pdf-1,1,Number,True,227.3,227.3,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ZBH/2008/page_84.pdf-1_q2,Single_ZBH/2008/page_84.pdf-1,2,Program,True,1.0044,1.0044,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ZBH/2008/page_84.pdf-1_q3,Single_ZBH/2008/page_84.pdf-1,3,Program,True,0.4%,.0044,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_GS/2018/page_165.pdf-4_q0,Single_GS/2018/page_165.pdf-4,0,Number,False,3151,3.28,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ADBE/2013/page_84.pdf_q0,Double_ADBE/2013/page_84.pdf,0,Program,True,-24370,-24370,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ADBE/2013/page_84.pdf_q1,Double_ADBE/2013/page_84.pdf,1,Number,True,160468,160468,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ADBE/2013/page_84.pdf_q2,Double_ADBE/2013/page_84.pdf,2,Program,True,-0.15186828526559812,-15.2%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ETR/2004/page_158.pdf_q0,Double_ETR/2004/page_158.pdf,0,Program,True,22.8%,23%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ETR/2004/page_158.pdf_q1,Double_ETR/2004/page_158.pdf,1,Program,True,11.5%,12%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2014/page_45.pdf-4_q0,Single_LMT/2014/page_45.pdf-4,0,Program,True,37,37,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2014/page_45.pdf-4_q1,Single_LMT/2014/page_45.pdf-4,1,Number,True,1612,1612,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2014/page_45.pdf-4_q2,Single_LMT/2014/page_45.pdf-4,2,Program,True,2.3%,2.3%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_NCLH/2016/page_84.pdf-3_q0,Single_NCLH/2016/page_84.pdf-3,0,Number,True,34.7,34.7,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_NCLH/2016/page_84.pdf-3_q1,Single_NCLH/2016/page_84.pdf-3,1,Number,True,36.7,36.7,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_NCLH/2016/page_84.pdf-3_q2,Single_NCLH/2016/page_84.pdf-3,2,Program,True,71.4,71.4,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_NCLH/2016/page_84.pdf-3_q3,Single_NCLH/2016/page_84.pdf-3,3,Number,True,32.3,32.3,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_NCLH/2016/page_84.pdf-3_q4,Single_NCLH/2016/page_84.pdf-3,4,Program,True,103.7,103.7,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_GPN/2009/page_70.pdf-3_q0,Single_GPN/2009/page_70.pdf-3,0,Program,True,17627.0,17627,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_GPN/2009/page_70.pdf-3_q1,Single_GPN/2009/page_70.pdf-3,1,Program,True,18658.0,18658,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
