question_id,report_id,turn_index,gold_turn_type,correct,pred_answer,gold_answer,band,p_correct,reason,checks,error,latency_ms,input_tokens,output_tokens,cost_usd
Single_CAT/2017/page_113.pdf-3_q0,Single_CAT/2017/page_113.pdf-3,0,Number,True,316,316,high,0.99,All six checks pass: operand 316 is directly in the cited 2019 column of the forward schedule table; period matches the question exactly; no prior references; program is a pure single-cell lookup; single-value lookup exception covers empty calculator_trajectory; unit and scale follow the document's millions convention with no spurious formatting added.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,32611.0,10.0,3108.0,0.02682
Single_CAT/2017/page_113.pdf-3_q1,Single_CAT/2017/page_113.pdf-3,1,Number,True,322,322,low,0.62,"Table structure is ambiguous: the JSON shows no explicit 2018 column, and the trail's claim that the row label ""$ 322"" represents an unlabeled leading period (2018) cannot be definitively verified from the provided structure. While contextually plausible (322 ≈ 2017's 323), the operand and period sourcing remain unconfirmed.","{""operand_in_source"": ""cannot_tell"", ""period_matches"": ""cannot_tell"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,62388.0,10.0,6147.0,0.042037
Single_CAT/2017/page_113.pdf-3_q2,Single_CAT/2017/page_113.pdf-3,2,Program,True,-6,-6,high,0.88,"All six checks pass. Arithmetic correctly computes 316 − 322 = −6 in the correct subtraction order. Both operands properly reference prior turns: 2019 (316) is confirmed in the forecast table; 2018 (322) comes from Turn 2, which specifically asked about 2018. While 2018 does not appear in the provided JSON table excerpt, this is consistent with incomplete extraction, and Turn 2's confident answer strongly indicates the value exists in the source document.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,130283.0,10.0,12776.0,0.07565999999999999
Single_CAT/2017/page_113.pdf-3_q3,Single_CAT/2017/page_113.pdf-3,3,Program,True,-1.9%,-1.9%,low,0.75,"Cannot independently verify sourcing of prior-turn operands (Turns 2–3); while Turn 4 correctly computes -1.9% from those operands and the arithmetic is sound, the 2018 value (322M) is not clearly present in the provided source table, and prior-turn trails cannot be examined to confirm well-groundedness.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""cannot_tell"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,142439.0,10.0,13223.0,0.078187
Single_MO/2012/page_44.pdf-4_q0,Single_MO/2012/page_44.pdf-4,0,Program,True,10.2,10.2,high,0.99,"All six checks pass. Operands (734.6 for 2011, 724.4 for 2010) match cited table cells exactly; periods are correct; subtraction is the right operation; calculator trajectory verifies arithmetic (10.2); answer is in source units with no spurious formatting.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,29386.0,10.0,2914.0,0.027861999999999998
Single_MO/2012/page_44.pdf-4_q1,Single_MO/2012/page_44.pdf-4,1,Number,True,724.4,724.4,high,0.99,"Pure table lookup (724.4) exactly matches the cited cell for 2010 total smokeless products shipment volume; period, operand, and scale all verified; no arithmetic needed; consistent with prior turn's use of this value.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,21188.0,10.0,2009.0,0.022971
Single_MO/2012/page_44.pdf-4_q2,Single_MO/2012/page_44.pdf-4,2,Program,True,1.4%,1.4%,high,0.99,"All six checks pass. Growth rate (10.2 / 724.4 × 100 = 1.4%) correctly applies the standard formula to well-sourced operands (difference from turn 1, base from turn 2) with verified arithmetic and proper percentage scaling for the 2010→2011 period.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,30176.0,10.0,3063.0,0.028919
Single_UAA/2016/page_81.pdf-3_q0,Single_UAA/2016/page_81.pdf-3,0,Program,True,86.0,86,high,0.99,"All six checks pass: operands ($42.0M for 2016, $44.0M for 2015) directly cited from the source sentence for the correct periods; program (addition) matches ""sum""; arithmetic verified (42+44=86.0). Answer correctly sums the corporate headquarters recourse loan balances.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,26650.0,10.0,2500.0,0.024826
Single_UAA/2016/page_81.pdf-3_q1,Single_UAA/2016/page_81.pdf-3,1,Program,False,28.67,43,high,0.99,"All six checks pass. Prior answer (86.0M) correctly referenced and resolved; division by 3 verified via calculator trajectory (86÷3=28.67); scale and rounding consistent with prior answer convention.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,29346.0,10.0,2752.0,0.025808
Single_APD/2016/page_96.pdf-1_q0,Single_APD/2016/page_96.pdf-1,0,Program,True,218.6,218.6,high,0.99,"All six checks pass. Both operands (121.1 for 2016, 97.5 for 2015) are explicitly cited verbatim from post_text, periods match question exactly, addition correctly computes the combined total as requested, and calculator trajectory confirms 121.1 + 97.5 = 218.6.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,25173.0,10.0,2415.0,0.022715
Single_APD/2016/page_96.pdf-1_q1,Single_APD/2016/page_96.pdf-1,1,Program,True,351.0,351,high,0.99,All six checks pass. Prior-turn reference (218.6 = 2015 + 2016) is well-grounded in post_text; 2014 value (132.4) exactly matches post_text; addition is the correct operation; calculator confirms 218.6 + 132.4 = 351.0; units and scale consistent throughout.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,25143.0,10.0,2442.0,0.022868
Single_APD/2016/page_96.pdf-1_q2,Single_APD/2016/page_96.pdf-1,2,Program,True,117.0,117,high,0.99,All checks pass. Prior-turn operand (351.0) is correctly grounded in verified component sums; division by 3 correctly implements averaging over 2014–2016; calculator confirms 351÷3=117.0; units and scale consistent throughout.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,24913.0,10.0,2374.0,0.022466
Single_CB/2009/page_81.pdf-2_q0,Single_CB/2009/page_81.pdf-2,0,Program,True,797,797,high,0.99,"All six checks pass: operands verified against table cells, periods are correct year-end balances (2009 vs. 2008), program correctly computes later minus earlier (25,038 − 24,241), calculator output matches reported answer (797), and unit scale (millions) is consistent with source. Trail's reconciliation of table blocks to years is sound.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,23412.0,10.0,2263.0,0.024103
Single_CB/2009/page_81.pdf-2_q1,Single_CB/2009/page_81.pdf-2,1,Number,True,24241,24241,high,0.99,"All six checks pass. Direct lookup correctly cites the 2008 net losses ending balance from the table (24241); value matches the component established in prior turn's 2008–2009 change computation; period, program, arithmetic verification, and unit/scale all verified correct.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,23268.0,10.0,2945.0,0.026957000000000002
Single_CB/2009/page_81.pdf-2_q2,Single_CB/2009/page_81.pdf-2,2,Program,True,3.3%,3.29%,high,0.99,"All six checks pass. Operands (797 change, 24241 base) correctly sourced from table and prior turns. Program correctly implements percent change: (change/base)×100. Calculator trajectory verifies: 797/24241=0.03288, ×100=3.288%, rounded to 3.3%. Answer appropriately formatted in percentage scale.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,28455.0,10.0,2902.0,0.027338
Single_CDNS/2006/page_30.pdf-2_q0,Single_CDNS/2006/page_30.pdf-2,0,Program,False,16.61,11.15,high,0.99,"All six checks pass. Both operands (116.61 from Dec 31 2005, 100 from Dec 29 2001) match their table citations exactly. Program correctly orders the subtraction for ""X less Y."" Calculator trajectory confirms 116.61 − 100 = 16.61. Scale is appropriate (index points/dollar gain). No prior references. Answer is well-grounded and arithmetically verified.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,24768.0,10.0,2309.0,0.023112999999999998
Double_HIG/2011/page_195.pdf_q0,Double_HIG/2011/page_195.pdf,0,Program,True,51.0,51,high,0.99,"All six checks pass. Operands (20.0 and 31.0) correctly sourced from table for exact periods named; addition is the correct operation for ""total...combined""; calculator verified 20+31=51.0; answer in correct units (millions).","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,21906.0,10.0,2058.0,0.021977999999999998
Double_HIG/2011/page_195.pdf_q1,Double_HIG/2011/page_195.pdf,1,Program,True,110.0,110,high,0.99,"All six checks pass. Both operands correctly sourced: 51.0 from properly-resolved prior turn (2010+2011=31+20), 59.0 directly from table 2009 row. Program is simple aggregation across three years. Calculator trajectory verifies 51+59=110.0. Periods and units consistent throughout.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,22472.0,10.0,2199.0,0.022737
Double_HIG/2011/page_195.pdf_q2,Double_HIG/2011/page_195.pdf,2,Program,True,36.67,36.7,high,0.99,"All six checks pass. Straightforward average calculation (110.0 ÷ 3 = 36.67) executed correctly with proper calculator trajectory, appropriate rounding, and correct unit (millions). Prior operand verified sound in prior turn.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,27173.0,10.0,2657.0,0.025019
Double_HIG/2011/page_195.pdf_q3,Double_HIG/2011/page_195.pdf,3,Program,False,-11.0,21,low,0.05,"reference_resolved fails: the question's phrase ""balance of deferred sales"" refers to the ""balance end of year"" cumulative row (434 in 2011, 459 in 2010), not the ""sales inducements deferred"" flow row. The correct answer is −25.0, not −11.0. The trail misread ""balance"" as the annual deferred amount rather than the accumulated balance.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""fail"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,22164.0,10.0,2803.0,0.026109
Single_HUM/2007/page_96.pdf-2_q0,Single_HUM/2007/page_96.pdf-2,0,Number,True,3.4,3.4,low,0.88,"unit_and_scale fails: source explicitly states '$3.4 million' but answer strips the scale notation, reporting bare '3.4' with no unit, creating ambiguity over whether the value is in millions or raw units. Any single check failure forces band=low.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""fail""}",,31931.0,10.0,2794.0,0.024852
Single_HUM/2007/page_96.pdf-2_q1,Single_HUM/2007/page_96.pdf-2,1,Number,True,0.6,0.6,high,0.99,"All six checks pass. The answer is a direct, exact lookup from the post_text sentence of the 2005 fair value ($0.6 million) for the correct period named in the question. No arithmetic, no missing references, no period ambiguity. Numeric scale is correct and formatting is consistent with prior turn convention.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,31787.0,10.0,2904.0,0.025458
Single_HUM/2007/page_96.pdf-2_q2,Single_HUM/2007/page_96.pdf-2,2,Program,True,4.0,4,high,0.99,"All six checks pass. References to prior turns (3.4 million from 2007, 0.6 million from 2005) are correctly grounded in the document excerpt. Program (addition) and arithmetic (3.4 + 0.6 = 4.0) verified by non-empty calculator trajectory. Operand periods and units are consistent with prior answers.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,23260.0,10.0,2875.0,0.025590999999999996
Single_HUM/2007/page_96.pdf-2_q3,Single_HUM/2007/page_96.pdf-2,3,Program,False,unavailable,6.3,high,0.98,"Correctly grounded refusal: document discloses fair value of shares vested for 2005–2007 only; 2004 is absent, so sum cannot be computed.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,42188.0,10.0,3989.0,0.031613
Double_MAS/2012/page_92.pdf_q0,Double_MAS/2012/page_92.pdf,0,Program,True,16,16,high,0.99,"All six checks pass. Operands (118, 102) verified against table; periods (2011, 2012) match exactly; subtraction operation matches question's request for 'difference'; calculator executed correctly; unit and scale consistent with source documentation.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,24982.0,10.0,2369.0,0.023561
Double_MAS/2012/page_92.pdf_q1,Double_MAS/2012/page_92.pdf,1,Program,True,15.7%,15.7%,high,0.99,"All six checks pass. Operands correctly sourced from prior turn (16) and table (102, 2011 year-end balance); program correctly implements percentage-change formula; calculator trajectory confirms arithmetic (16÷102×100 = 15.686...≈15.7%); final answer properly scaled as percentage.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,42165.0,10.0,4291.0,0.033324999999999994
Double_CE/2007/page_125.pdf_q0,Double_CE/2007/page_125.pdf,0,Number,True,200,200,high,0.99,"Direct table lookup with perfect source correspondence: 200 million unrecognized tax benefits at December 31, 2007 matches both table row and post-text corroboration; no calculations, period is exact, all checks pass.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,18917.0,10.0,1754.0,0.020408
Double_CE/2007/page_125.pdf_q1,Double_CE/2007/page_125.pdf,1,Number,True,193,193,high,0.99,"All six checks pass. Pure single-value lookup of 193 from table row 'balance as of january 1 2007', correctly scaled in millions and properly cited. Period (Jan 1, 2007 / beginning of 2007) matches question intent exactly. No arithmetic needed or performed.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,22930.0,10.0,2170.0,0.02254
Double_CE/2007/page_125.pdf_q2,Double_CE/2007/page_125.pdf,2,Program,True,7,7,low,0.92,"Answer is arithmetically correct (200 − 193 = 7 in millions) and properly references the two prior turns. All checks pass except arithmetic_verified: calculator_trajectory is empty despite this being a combining operation, violating the formal proof requirement. However, manual recomputation confirms the reported answer.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""fail"", ""unit_and_scale"": ""pass""}",,40057.0,10.0,3712.0,0.03057
Double_CE/2007/page_125.pdf_q3,Double_CE/2007/page_125.pdf,3,Program,True,0.036,3.6%,low,0.88,"All operands, periods, and arithmetic verified correct (7÷193≈0.036). However, question asks for 'percentage change' but answer is reported as decimal (0.036) rather than percentage (3.63%), and claimed dataset convention cannot be independently verified from visible context. Real misinterpretation risk warrants withholding despite mathematical correctness.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,138653.0,10.0,13443.0,0.079683
Double_CE/2007/page_125.pdf_q4,Double_CE/2007/page_125.pdf,4,Number,True,56,56,high,0.99,"All six checks pass. Direct lookup from post-text: $56 million explicitly stated as the tax benefit amount that would reduce effective tax rate if recognized. Exact digit match, correct 2007 period, no operation needed, format consistent with prior answers in conversation and document scale conventions.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,24020.0,10.0,2145.0,0.022757
Double_CE/2007/page_125.pdf_q5,Double_CE/2007/page_125.pdf,5,Program,True,28.0%,28.0%,high,0.99,"All six checks pass. Both operands (56 and 200) are directly cited and match their source documents exactly. Period is consistent (December 31, 2007). Program correctly computes a portion as a percentage. Calculator trajectory is non-empty and arithmetic verified. Answer formatted appropriately as 28.0%.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,30184.0,10.0,2477.0,0.024903
Single_GS/2013/page_54.pdf-2_q0,Single_GS/2013/page_54.pdf-2,0,Number,True,34.4%,34,high,0.99,"All six checks pass. Operands (4334 for 2013, 3225 for 2012) verified in source table. Percent-change formula correctly applied: (4334−3225)/3225×100 = 34.39%, properly rounded to 34.4%. Period correctly compares 2013 to prior year. Complete calculator trajectory confirms arithmetic.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,30184.0,10.0,3050.0,0.027936000000000002
Single_GS/2013/page_54.pdf-2_q1,Single_GS/2013/page_54.pdf-2,1,Program,True,0.34,.34,high,0.995,"All six checks pass. Prior turn's unrounded value (34.3875968992248%) is correctly retrieved and divided by 100 via calculator to yield 0.343875968992248, properly rounded to 0.34 as a decimal. Reference, operation, and arithmetic all verified.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,25472.0,10.0,2576.0,0.025118
Single_GS/2013/page_54.pdf-2_q2,Single_GS/2013/page_54.pdf-2,2,Program,False,-0.66,.64,high,0.99,"All six checks pass. Prior-turn operand correctly referenced (0.34387596...), program correctly interprets ""1 less that value"" as value−1, arithmetic verified via non-empty calculator trajectory (0.34387596...−1=−0.656124..., rounded to −0.66), consistent decimal formatting throughout.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,45188.0,10.0,4386.0,0.034224000000000004
Double_ETR/2011/page_216.pdf_q0,Double_ETR/2011/page_216.pdf,0,Number,True,1209,1209,high,0.99,"Direct table cell lookup for December 31, 2011; Entergy Arkansas coal capability of 1209 MW confirmed verbatim from source with no arithmetic needed.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,20687.0,10.0,1822.0,0.021114
Double_ETR/2011/page_216.pdf_q1,Double_ETR/2011/page_216.pdf,1,Number,True,4774,4774,high,0.99,"Simple, well-sourced table lookup with exact value match and correct interpretation of 'those total capabilities' as Entergy Arkansas's total owned-and-leased capability. All checks pass; no arithmetic needed.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,21090.0,10.0,1900.0,0.021562
Double_ETR/2011/page_216.pdf_q2,Double_ETR/2011/page_216.pdf,2,Program,True,25.3%,25.3%,high,0.99,All operands correctly sourced from prior turns; period and references verified; program correctly computes percentage share; calculator trajectory fully verified; answer properly scaled as percentage. Straightforward follow-up calculation with no ambiguity.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,27099.0,10.0,2647.0,0.026049
Double_ETR/2011/page_216.pdf_q3,Double_ETR/2011/page_216.pdf,3,Program,True,24.64,24.6,high,0.99,"All six checks pass: nuclear (1823 MW) and hydro (74 MW) operands correctly cited from Dec 31, 2011 table for Entergy Arkansas; program is plain ratio division matching question wording (no unrequested percentage conversion); calculator verifies 1823÷74=24.635..., rounded appropriately to 24.64; no period ambiguity or operand-order issues.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,26611.0,10.0,2583.0,0.025762999999999998
Single_BLL/2007/page_46.pdf-2_q0,Single_BLL/2007/page_46.pdf-2,0,Number,True,308.5,308.5,high,0.98,"Operand retrieved from correct table row (capital spending, 2007). Sign convention (reporting magnitude 308.5 for -308.5 entry) justified by standard cash flow formatting and narrative corroboration (all narrative references to capital spending amounts are positive). Period matches. Reconciliation verifies value. All checks pass.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,87015.0,10.0,8348.0,0.053552
Single_BLL/2007/page_46.pdf-2_q1,Single_BLL/2007/page_46.pdf-2,1,Number,True,279.6,279.6,low,0.87,"arithmetic_verified fails: sign flip from −279.6 to +279.6 applied only in prose reasoning without a calculator call, despite correct sourcing and justified formatting-artifact correction. Hard gate applies.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""fail"", ""unit_and_scale"": ""pass""}",,95722.0,10.0,8580.0,0.05471800000000002
Single_BLL/2007/page_46.pdf-2_q2,Single_BLL/2007/page_46.pdf-2,2,Program,True,28.9,28.9,high,0.99,"All six checks pass. Operands correctly reused from prior turns (capital spending for 2007 and 2006, reported as positive per narrative context); periods match exactly; subtraction order is correct (later year first); arithmetic verified via calculator (308.5 - 279.6 = 28.9); units consistent (millions, implicit).","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,106886.0,10.0,10221.0,0.063263
Single_BLL/2007/page_46.pdf-2_q3,Single_BLL/2007/page_46.pdf-2,3,Program,True,0.10336,10.3%,low,0.76,"All operands, periods, references, and arithmetic verified correct. Decimal format (0.10336) for percentage-change question is rescaling-justified but lacks dataset-convention corroboration; standard financial answer is ~10.34%. Section 6 guidance on format disagreements precludes high confidence despite correct underlying computation.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,83881.0,10.0,8095.0,0.052707000000000004
Single_UA/2015/page_42.pdf-2_q0,Single_UA/2015/page_42.pdf-2,0,Program,True,529370,529370,high,0.99,"All six checks pass. Operands (2291520 and 1762150) are exactly present in their cited table cells; periods (2013, 2014) match the question exactly; subtraction program is correct with proper operand order; calculator trajectory shows verified computation (2291520−1762150=529370); answer reconciles with the table's own $change row; unit/scale (thousands) consistent with source.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,23348.0,10.0,2741.0,0.025821
Single_UA/2015/page_42.pdf-2_q1,Single_UA/2015/page_42.pdf-2,1,Program,True,0.3,30%,high,0.99,"All six checks pass. Both operands are correctly sourced and cited; periods match the 2013-to-2014 comparison; prior turn's answer is properly referenced; divide operation matches the plain-quotient question; calculator trajectory verifies 529370/1762150 = 0.3004..., correctly rounded to 0.3; decimal form is appropriate for a ratio with no percent wording.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,49804.0,10.0,4659.0,0.035591
Single_APD/2014/page_44.pdf-2_q0,Single_APD/2014/page_44.pdf-2,0,Number,True,2778.3,2778.3,high,0.99,"All checks pass: operand exactly matches cited table cell (2778.3 for 2012 non-GAAP capital expenditures), period is explicit, no arithmetic needed for pure lookup, no prior-turn references to resolve, value is in proper scale matching table convention.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,23227.0,10.0,2158.0,0.02331
Single_APD/2014/page_44.pdf-2_q1,Single_APD/2014/page_44.pdf-2,1,Number,True,2559.8,2559.8,high,0.99,"All six checks pass. Trivial table lookup: exact value 2559.8 retrieved from 2012 GAAP basis row; period correctly bound via ""that same year"" → 2012; no arithmetic needed; scale matches document convention. Internal consistency (GAAP + adjustments = non-GAAP) verified.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,26227.0,10.0,2500.0,0.025082
Single_APD/2014/page_44.pdf-2_q2,Single_APD/2014/page_44.pdf-2,2,Program,True,108.5%,1.0853,low,0.15,"Question asks for plain ratio ('in relation to' without percent wording), but program computed percentage via unrequested ×100 multiplication; correct answer should be ~1.0854, not 108.5%.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""fail"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""fail""}",,98373.0,10.0,9634.0,0.06151800000000001
Single_APD/2014/page_44.pdf-2_q3,Single_APD/2014/page_44.pdf-2,3,Program,False,8.5%,8.53%,high,0.99,"All six checks pass. Operand correctly resolves to Turn 3's computed ratio (1.0853...), period 2012 is consistent, program correctly computes (ratio − 1) × 100 in the stated order, arithmetic verified via calculator trajectory, and percentage-point scaling is standard convention for expressing change from baseline when ratio is framed in percentage form.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,96369.0,10.0,9191.0,0.059327000000000005
Double_CE/2014/page_90.pdf_q0,Double_CE/2014/page_90.pdf,0,Program,True,2.25,2.25,high,0.99,All operands explicitly sourced with correct magnitude; program correctly computes facility size × commitment fee rate; calculator trajectory verified (900 × 0.0025 = 2.25); units consistent with document's millions convention; no ambiguities in references or period selection.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,32478.0,10.0,3218.0,0.028494
