question_id,report_id,turn_index,gold_turn_type,correct,pred_answer,gold_answer,band,p_correct,reason,checks,error,latency_ms,input_tokens,output_tokens,cost_usd
Single_CAT/2017/page_113.pdf-3_q2,Single_CAT/2017/page_113.pdf-3,2,Program,True,-6,-6,low,0.72,"Cannot verify 2018 amortization value (322) from provided table extract; table shows 2019–2022 and thereafter but omits 2018. While plausible given 10-K context (value consistent with 2017 historical 323 and declining to 2019's 316), incomplete source extraction prevents operand verification. Arithmetic and operation are correct, but unverified input creates doubt above the 99% release bar.","{""operand_in_source"": ""cannot_tell"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,131829,10,12469,0.0739512
Single_CAT/2017/page_113.pdf-3_q3,Single_CAT/2017/page_113.pdf-3,3,Program,True,-1.9%,-1.9%,low,0.15,"Two critical failures: (1) program_matches—the question lacks percent language and should yield a plain ratio (-0.0186), not a percentage, yet the trail applies an unrequested ×100 conversion; (2) unit_and_scale—the final answer is incorrectly scaled as a percentage (-1.9%) rather than a decimal ratio. Additionally, operand 322 for 2018 cannot be verified from the provided source table, which shows no 2018 row.","{""operand_in_source"": ""cannot_tell"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""fail"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""fail""}",,167206,10,16814,0.09596819999999999
Single_MO/2012/page_44.pdf-4_q0,Single_MO/2012/page_44.pdf-4,0,Program,True,10.2,10.2,high,0.99,"All six checks pass. Both operands (734.6 and 724.4) are directly sourced from the correct table cells for 2011 and 2010; the subtract operation correctly interprets the temporal ""between"" phrasing as later minus earlier; calculator trajectory confirms the result 10.2.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,20502,10,1988,0.0230582
Single_MO/2012/page_44.pdf-4_q1,Single_MO/2012/page_44.pdf-4,1,Number,True,724.4,724.4,high,0.997,"Pure single-value lookup; cited value 724.4 matches the table cell exactly for 2010 total smokeless products; period, reference, operation, and scale all verified correct; no arithmetic required, empty calculator_trajectory appropriate for retrieval.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,36967,18,3201,0.0370271
Single_MO/2012/page_44.pdf-4_q2,Single_MO/2012/page_44.pdf-4,2,Program,True,1.4%,1.4%,high,0.99,"All six checks pass. Both operands are correctly sourced (10.2 from prior turn's calculation; 724.4 from table), periods match (2010–2011), references are clear, the growth rate formula is correct, arithmetic verified through calculator trajectory (1.4080... % → 1.4%), and scale is appropriate (percentage). Rounding to one decimal place is standard and introduces negligible error.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,27202,10,2659,0.026725199999999998
Single_UAA/2016/page_81.pdf-3_q0,Single_UAA/2016/page_81.pdf-3,0,Program,True,86.0,86,high,0.99,"All six checks pass. Both operand values (42.0 for 2016, 44.0 for 2015, both in millions) are directly cited from the pre_text with matching periods. Addition is correct for a sum. Calculator verified: 42 + 44 = 86.0.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,21519,10,2136,0.022832199999999997
Single_UAA/2016/page_81.pdf-3_q1,Single_UAA/2016/page_81.pdf-3,1,Program,False,28.67,43,high,0.995,"Straightforward division of prior answer (86.0 = 42.0 + 44.0 million, verified against document) by 3; calculator executed and rounded correctly to 28.67; all citations and operations verified.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,24498,10,2481,0.0242792
Single_APD/2016/page_96.pdf-1_q0,Single_APD/2016/page_96.pdf-1,0,Program,True,218.6,218.6,high,0.99,"All six checks pass. Both operands are directly stated in post_text with exact values for the requested periods. Addition is the correct operation for a combined total. Calculator verified: 121.1 + 97.5 = 218.6. Units (dollars, implicit millions) are consistent throughout.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,22985,10,2264,0.0217862
Single_APD/2016/page_96.pdf-1_q1,Single_APD/2016/page_96.pdf-1,1,Program,True,351.0,351,high,0.99,"All six checks pass: both operands (218.6, 132.4) are correctly sourced and cited; periods include all three years requested (2014–2016); reference resolves to the prior computed total; program is addition as required for a sum; arithmetic verified (218.6 + 132.4 = 351.0); scale matches source (millions).","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,22993,10,2366,0.0223142
Single_APD/2016/page_96.pdf-1_q2,Single_APD/2016/page_96.pdf-1,2,Program,True,117.0,117,high,0.99,All six checks pass. Prior turn's three-year total (351.0) correctly reused; average operation (divide by 3) matches question; calculator verifies 351.0 ÷ 3 = 117.0.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,24436,10,2402,0.0224322
Single_CB/2009/page_81.pdf-2_q0,Single_CB/2009/page_81.pdf-2,0,Program,True,797,797,high,0.99,"All six checks pass cleanly: both operands (24,241 and 25,038 millions) verified in exact table rows for their respective years; period reconciliation confirmed by beginning–ending balances; subtraction order correct for ""from 2008 to 2009"" phrasing; arithmetic correct (25,038 − 24,241 = 797); scale appropriate (millions, no unwanted conversion).","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,31894,10,3046,0.0278442
Single_CB/2009/page_81.pdf-2_q1,Single_CB/2009/page_81.pdf-2,1,Number,True,24241,24241,high,0.995,"Direct value lookup correctly traced to prior turn's operand; 24241 verified in table's 2008 net losses year-end balance; period, reference, operation, and scale all confirmed against source.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,44028,10,4383,0.033973199999999995
Single_CB/2009/page_81.pdf-2_q2,Single_CB/2009/page_81.pdf-2,2,Program,True,3.3%,3.29%,high,0.99,"All six checks pass. Operands correctly sourced from table and prior turns (797 change, 24241 base). Percent change formula correctly applied and verified by calculator: 797 ÷ 24241 = 0.0329, × 100 = 3.29%, rounded to 3.3%.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,34606,10,3527,0.030289200000000002
Single_CDNS/2006/page_30.pdf-2_q0,Single_CDNS/2006/page_30.pdf-2,0,Program,False,16.61,11.15,high,0.99,"All six checks pass. Both operands verified in cited table cells, December 31, 2005 is the correct 2005 period, subtraction correctly invoked, calculator output matches answer, and unit (dollar difference) appropriate to the question's request for gain on initial investment.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,32802,10,3156,0.0271742
Double_HIG/2011/page_195.pdf_q0,Double_HIG/2011/page_195.pdf,0,Program,True,51.0,51,high,0.99,All six checks pass. Operands (20.0 and 31.0) are correctly sourced from table columns 2011 and 2010; periods match question scope; program is correct addition; calculator tool executed and returned 51.0; units remain in millions as requested.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,14219,10,1680,0.0199142
Double_HIG/2011/page_195.pdf_q1,Double_HIG/2011/page_195.pdf,1,Program,True,110.0,110,high,0.99,"All six checks pass: operands (51.0 and 59.0) are verified from source; periods (2009, 2010, 2011) match the scope shift in the question; prior answer is correctly reused; addition is the right operation; calculator output (110.0) matches the final answer; units are consistent in millions throughout.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,21773,10,2082,0.0219782
Double_HIG/2011/page_195.pdf_q2,Double_HIG/2011/page_195.pdf,2,Program,True,36.67,36.7,high,0.99,All six checks pass. The 110.0 operand is correctly sourced from the prior turn and verified against table values; the period (2009–2011) matches the conversational context; the program (divide by 3) is the correct averaging operation; the calculator trajectory confirms the arithmetic (110÷3 = 36.67 with ordinary rounding); and the answer is properly scaled in millions as requested.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,20350,10,2018,0.021650199999999998
Double_HIG/2011/page_195.pdf_q3,Double_HIG/2011/page_195.pdf,3,Program,False,-11.0,21,low,0.12,"reference_resolved fails: ""the change in the balance of deferred sales"" should refer to the balance-sheet amount (balance end of year: 459→434=−25.0), not the annual deferral flow (sales inducements deferred: 31→20=−11.0). The trail used the wrong row.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""fail"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,90867,10,9190,0.05787020000000001
Single_HUM/2007/page_96.pdf-2_q0,Single_HUM/2007/page_96.pdf-2,0,Number,True,3.4,3.4,high,0.99,"Direct, unambiguous lookup. Post_text explicitly states fair value of shares vested during 2007 was $3.4 million; value and period match exactly. No computation required or attempted. All checks pass.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,21944,10,2162,0.0215182
Single_HUM/2007/page_96.pdf-2_q1,Single_HUM/2007/page_96.pdf-2,1,Number,True,0.6,0.6,high,0.99,All six checks pass. The 2005 fair value of vested shares ($0.6 million) is explicitly stated in the cited post_text sentence; period and unit convention (millions) match the question and prior turn; no arithmetic needed for pure lookup.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,26273,10,2356,0.0225442
Single_HUM/2007/page_96.pdf-2_q2,Single_HUM/2007/page_96.pdf-2,2,Program,True,4.0,4,high,0.97,"All six checks pass. Operands correctly sourced from document (3.4M + 0.6M). References resolve clearly to prior turns. Addition is the correct operation. Calculator trajectory verifies 3.4 + 0.6 = 4.0. Units (millions) preserved implicitly consistent with prior answers. Minor residual uncertainty (p=0.03) reflects only the conversational ambiguity in \""the sum\"" — could theoretically include 2006, but the Type I context strongly favors the two just-queried years.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,30840,10,2902,0.025552199999999997
Single_HUM/2007/page_96.pdf-2_q3,Single_HUM/2007/page_96.pdf-2,3,Program,False,unavailable,6.3,high,0.99,"All six checks pass. The trail correctly identifies that 2004 fair value data is not disclosed in the document (only 2007, 2006, 2005 are stated) and properly declines to fabricate the missing operand. The refusal is grounded and releasable.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,34745,10,3541,0.0291992
Double_MAS/2012/page_92.pdf_q0,Double_MAS/2012/page_92.pdf,0,Program,True,16,16,high,0.99,"All six checks pass. Operands (118M, 102M) are exact matches from the table's 'balance at december 31' row for each year; periods are correct; program (2012 − 2011) matches standard financial difference interpretation; arithmetic is verified via calculator trajectory; scale (millions) is preserved. Answer of 16M is safe to release.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,24972,10,2337,0.0232272
Double_MAS/2012/page_92.pdf_q1,Double_MAS/2012/page_92.pdf,1,Program,True,15.7%,15.7%,high,0.99,All six checks pass. Operands (16 from prior turn and 102 from table) are correct and well-sourced; percent-change formula correctly applies (change/base)×100; arithmetic and rounding verified.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,22270,10,2192,0.022656199999999998
Double_CE/2007/page_125.pdf_q0,Double_CE/2007/page_125.pdf,0,Number,True,200,200,high,0.99,"All six checks pass. Direct table lookup of ending unrecognized tax benefits (balance as of December 31, 2007 = 200 million), correct period, correct value confirmed in both table and post_text, no arithmetic or unit issues.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,24485,10,2218,0.022554199999999996
Double_CE/2007/page_125.pdf_q1,Double_CE/2007/page_125.pdf,1,Number,True,193,193,high,0.99,"All six checks pass. Straightforward table lookup with correct period, unambiguous reference, and scale consistent with prior turn. Value 193 directly cited from 'balance as of january 1 2007' row in millions.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,22397,10,1996,0.0214962
Double_CE/2007/page_125.pdf_q2,Double_CE/2007/page_125.pdf,2,Program,True,7,7,low,0.82,"arithmetic_verified check failed: empty calculator_trajectory for a multi-operand subtraction (calculator stage was skipped per sdk_flags). While the answer (7) is mathematically sound, protocol requires non-empty tool execution for such operations; one failed check forces band=low.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""fail"", ""unit_and_scale"": ""pass""}",,44658,10,4312,0.0333962
Double_CE/2007/page_125.pdf_q3,Double_CE/2007/page_125.pdf,3,Program,True,0.036,3.6%,low,0.01,"Answer is in decimal form (0.036) when the question explicitly asks for 'percentage change,' which requires percent-scale output (3.6% or 3.63%). Unit-and-scale failure on a core requirement makes this answer wrong despite correct operations and arithmetic.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""fail""}",,44792,10,4378,0.0341842
Double_CE/2007/page_125.pdf_q4,Double_CE/2007/page_125.pdf,4,Number,True,56,56,high,0.99,"Direct lookup of explicitly stated figure ($56 million) from post-text; period (Dec 31, 2007) confirmed; no ambiguity in reference or scale; pure lookup correctly omits calculator call.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,25204,10,2389,0.0238032
Double_CE/2007/page_125.pdf_q5,Double_CE/2007/page_125.pdf,5,Program,True,28.0%,28.0%,high,0.99,All six checks pass. Operands (56 and 200) are explicitly sourced to Dec 31 2007; reference to Q5's $56M is unambiguous; percentage-share calculation correctly interprets 'portion'; arithmetic verified through calculator trajectory; scale (%) appropriate for share-of-total question.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,34667,10,3410,0.029394200000000002
Single_GS/2013/page_54.pdf-2_q0,Single_GS/2013/page_54.pdf-2,0,Number,True,34.4%,34,high,0.99,All six checks pass. Operands (4334 and 3225) are correctly cited from the table; periods (2013 vs 2012) match the question's intended scope; percent-growth formula is correct; calculator trajectory verifies 34.3875... rounded to 34.4%; scale is percent as requested. Answer is consistent with document's explicit narrative statement of 34% higher.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,25503,10,2548,0.0252522
Single_GS/2013/page_54.pdf-2_q1,Single_GS/2013/page_54.pdf-2,1,Program,True,0.34,.34,high,0.99,"All six checks pass. Prior operand correctly identified and applied, division operation matches the question exactly, calculator trajectory shows correct arithmetic (34.387596.../100 = 0.343875...), and unit conversion from percentage to decimal is appropriate. Answer 0.34 is properly rounded.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,32993,10,3269,0.028409200000000003
Single_GS/2013/page_54.pdf-2_q2,Single_GS/2013/page_54.pdf-2,2,Program,False,-0.66,.64,high,0.99,All operands traced and verified; period matches prior turn; reference correctly resolved to Q2 answer; subtraction operation and arithmetic correct; rounding appropriate.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,30133,10,3113,0.0276852
Double_ETR/2011/page_216.pdf_q0,Double_ETR/2011/page_216.pdf,0,Number,True,1209,1209,high,0.99,"All checks pass. Direct table lookup with exact cell match for Entergy Arkansas coal capability (1209 MW) as of Dec 31, 2011; no arithmetic required; date and row/column references correctly resolved.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,23390,10,2139,0.0225252
Double_ETR/2011/page_216.pdf_q1,Double_ETR/2011/page_216.pdf,1,Number,True,4774,4774,high,0.99,Direct table lookup with exact cell match; all operands verified; correct period and entity reference; no calculation required; units consistent with table header.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,17628,10,1675,0.020263200000000002
Double_ETR/2011/page_216.pdf_q2,Double_ETR/2011/page_216.pdf,2,Program,True,25.3%,25.3%,high,0.99,"All six checks pass. Operands (1209 coal, 4774 total) are correctly cited from the table for Entergy Arkansas as of December 31, 2011. Period is consistent. Prior answers properly referenced. Program correctly computes percentage. Calculator trajectory verifies the arithmetic (1209÷4774×100=25.3%). Answer is on correct percent scale.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,27590,10,2765,0.0264652
Double_ETR/2011/page_216.pdf_q3,Double_ETR/2011/page_216.pdf,3,Program,True,24.64,24.6,high,0.99,"All six checks pass: operands (1823, 74) are verbatim in the cited table cells for December 31, 2011; period matches the prior-question reference to that same date; program is divide (nuclear ÷ hydro) as a plain ratio, no percentage scaling; arithmetic verified by calculator trajectory (24.635... → 24.64); scale is correct for a ratio, not a percentage.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,27012,10,2560,0.0254742
Single_BLL/2007/page_46.pdf-2_q0,Single_BLL/2007/page_46.pdf-2,0,Number,True,308.5,308.5,high,0.97,All six checks pass. The magnitude 308.5 is correctly sourced from the 2007 capital spending row; sign handling (−308.5 in table → 308.5 reported) follows standard financial convention where capital spending amounts are reported as positive magnitudes despite appearing negative in cash flow calculations. Reconciliation via free cash flow confirms 308.5 is the intended gross spending figure (net 259.9 + recoveries 48.6).,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,47734,10,4402,0.0336482
Single_BLL/2007/page_46.pdf-2_q1,Single_BLL/2007/page_46.pdf-2,1,Number,True,279.6,279.6,low,0.72,"Source value is -279.6; reported is 279.6. The sign transformation lacks a calculator_trajectory and violates the exact-matching requirement for operand_in_source. While the magnitude is likely correct per financial reporting conventions (supported by the narrative text reporting capex as positive), the transformation is not formally verified.","{""operand_in_source"": ""fail"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""fail"", ""unit_and_scale"": ""pass""}",,120489,10,11117,0.0672292
Single_BLL/2007/page_46.pdf-2_q2,Single_BLL/2007/page_46.pdf-2,2,Program,True,28.9,28.9,high,0.96,"All operands correctly sourced from verified prior turns; periods (2007, 2006) and references ('these years') unambiguously resolved; subtraction is the standard program for computing a difference; arithmetic (308.5 − 279.6 = 28.9) verified by calculator tool; units consistent throughout (millions of dollars). Minor residual uncertainty limited to whether prior answers' positive sign convention (vs. table's negative outflow notation) was the intended choice, but the convention is defensible from question phrasing and document text.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,59848,10,6028,0.0421242
Single_BLL/2007/page_46.pdf-2_q3,Single_BLL/2007/page_46.pdf-2,3,Program,True,0.10336,10.3%,low,0.05,program_matches and unit_and_scale both fail: question asks for 'percentage change' but answer reports 0.10336 (a bare decimal ratio) instead of 10.336% (the percent-scale value). The claimed 'dataset convention' to report percentage change as a decimal is unsupported by the document or prior conversation.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""fail"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""fail""}",,43387,10,4247,0.0332932
Single_UA/2015/page_42.pdf-2_q0,Single_UA/2015/page_42.pdf-2,0,Program,True,529370,529370,high,0.99,All operands exactly sourced from the cited table cells for the requested years; subtraction order (2014 − 2013) matches the 'from 2013 to 2014' framing; arithmetic verified by calculator and reconciled against the table's own $ change row; scale correct (absolute thousands).,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,21987,10,2146,0.022672199999999997
Single_UA/2015/page_42.pdf-2_q1,Single_UA/2015/page_42.pdf-2,1,Program,True,0.3,30%,high,0.99,"All six checks pass. Operands correctly sourced (prior turn's 529370, table's 2013 apparel 1,762,150), periods match (explicitly 2013), references resolve to Turn 1's answer, division program matches ""divided by"" phrasing, calculator trajectory confirms arithmetic (0.3004 rounded to 0.3), decimal ratio form appropriate for plain ratio question.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,59971,10,5925,0.0417472
Single_APD/2014/page_44.pdf-2_q0,Single_APD/2014/page_44.pdf-2,0,Number,True,2778.3,2778.3,high,0.99,"All six checks pass: operand 2778.3 verified in table row ""capital expenditures on a non-gaap basis"" for 2012 column; period matches question; no references to resolve on first turn; simple lookup requires no arithmetic; scale matches document framing (millions).","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,16242,10,1568,0.0201862
Single_APD/2014/page_44.pdf-2_q1,Single_APD/2014/page_44.pdf-2,1,Number,True,2559.8,2559.8,high,0.99,"Direct table lookup for 2012 GAAP capital expenditures; value 2559.8 is verbatim in cited source, period correctly resolved via 'that same year' reference to prior turn.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,21230,10,1908,0.0219482
Single_APD/2014/page_44.pdf-2_q2,Single_APD/2014/page_44.pdf-2,2,Program,True,108.5%,1.0853,low,0.15,"The question asks for ""in relation to"" with no percent language (calling for a plain ratio ~1.085), but the trail appends an unrequested ×100 step, converting the ratio to a percentage (108.5%). This violates the program and scale requirements for plain-ratio comparisons.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""fail"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""fail""}",,50652,10,5079,0.0385692
Single_APD/2014/page_44.pdf-2_q3,Single_APD/2014/page_44.pdf-2,3,Program,False,8.5%,8.53%,high,0.98,"All six checks pass. The agent correctly interprets ""this value"" as the underlying ratio 1.0853..., computes the premium over 1.0, and scales to percentage form (8.5%). Arithmetic, operands, periods, and references all verify cleanly against the table and prior turns.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,38124,10,3893,0.0326632
Double_CE/2014/page_90.pdf_q0,Double_CE/2014/page_90.pdf,0,Program,True,2.25,2.25,high,0.99,All operands correctly cited from source; percentage-to-decimal conversion and scaling are sound; calculator trajectory complete and verified; units and period correctly matched to question scope.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,28173,10,2735,0.025905199999999996
Double_CE/2014/page_90.pdf_q1,Double_CE/2014/page_90.pdf,1,Program,False,2.25,2250000,high,0.96,All six checks verify. The prior turn correctly computed the annual commitment fee as $900M × 0.25% = $2.25M (already in millions). The current turn correctly identifies that no conversion is needed since the prior answer was already in millions. Answer is verifiable from the document and correctly scaled.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,58850,10,6040,0.041732200000000004
Double_SNA/2012/page_54.pdf_q0,Double_SNA/2012/page_54.pdf,0,Program,True,14.0%,14.0%,high,0.99,"All operands verified directly in table (2012: 1079.8M, 2011: 946.9M); periods match question exactly; program applies correct percentage-change formula ((new−old)/old)×100; calculator trajectory shows three verified arithmetic calls with final output 14.035%, correctly rounded to 14.0% and expressed on percent scale as requested; pre-text corroborates the $132.9M increase stated in trail reasoning.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,19903,10,1795,0.021605199999999998
Double_SNA/2012/page_54.pdf_q1,Double_SNA/2012/page_54.pdf,1,Program,True,37.9%,37.9%,high,0.99,All operands correctly sourced and cited verbatim; 2012 year end period matches throughout; percentage portion operation correctly computed from cited values; arithmetic verified by calculator trajectory (81.4/214.5 × 100 = 37.9%).,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,22064,10,2150,0.0234382
